Name,Category,Latitude,Longitude,Area,Distance to center
Lea bar,Café,46.019798687304316,14.542730707523338,17,4515.193653809014
Gostišče Klobasar,Restaurant,46.032094415472955,14.447980899621687,20,4984.360131519976
Spot Bar,Café,46.031281171670074,14.444188980221092,20,5288.409780118506
Viški Hram,Restaurant,46.03119196743359,14.449403443509276,20,4930.147743531905
Super Piščanc,Burger Joint,46.031402,14.445286,20,5205.834356955922
S’ Bistro Imparo,Restaurant,46.03091,14.463759,21,3991.2910850853746
Kokos,Café,46.031692242686574,14.464434081824963,21,3898.956266760601
Pekarna Dolgi Most,Bakery,46.03215053244422,14.462710666987569,21,3982.373281173882
Pri dveh cesarji,Bistro,46.031258,14.472404000000001,22,3437.654019885525
Gokart,Restaurant,46.031261101247864,14.472530384531504,22,3430.013150340065
Marche Barje I.,Restaurant,46.02903118843861,14.482169085514867,23,3101.026421649889
suleyman cin,Burger Joint,46.03287887573242,14.490325927734375,23,2394.071055824412
restaurace car club,Restaurant,46.02529699857489,14.500663179734053,24,2932.5529328421644
Pantano Caffe,Café,46.03333,14.501622,24,2038.9813016930755
Gostilnica in picerija Jurček,Pizza Place,46.032550231819535,14.515011391090972,25,2206.713600507448
Kava Z Muckom,Café,46.0267333984375,14.512828826904295,25,2791.665930170769
Pr' starem kovaču,Café,46.02662921655142,14.512890587418804,25,2803.9361254320543
Pizzeria Peruzza,Pizza Place,46.024871999999995,14.526887,26,3360.0199058988496
Blue Marine Bar,Café,46.031751014082815,14.529384047936313,26,2832.5063645976093
Rdeča galerija,Café,46.031914,14.529269000000001,26,2812.8671390630648
Blazic residence,Comfort Food Restaurant,46.030236,14.522326000000001,26,2667.613674402226
Slaščičarna Andrejči,Dessert Shop,46.03167797479025,14.521355320506268,26,2490.8466745353016
Gostilna Jerincek,Restaurant,46.028098084615145,14.524507702697345,26,2957.0226696655354
Dnevni Bar Peyton,Café,46.02751463489005,14.529842556686766,26,3229.8482233105383
Drejči,Cupcake Shop,46.0282612105173,14.527980809346847,26,3080.4143376953966
Okrepčevalnica Rudnik,Fast Food Restaurant,46.027966,14.524172,26,2957.513045063228
Restavracija Ham Ham,Restaurant,46.031633,14.567782000000001,29,5256.439269769632
Pizzeria Ham-ham,Pizza Place,46.031405611033534,14.567846402135553,29,5271.586453479069
tingle tangle,Café,46.036562359845036,14.448641509383107,30,4743.338960854951
Kuhinja pri babici,Italian Restaurant,46.034498929980096,14.455072216889109,31,4373.791080929987
Pr' Noni,Mediterranean Restaurant,46.034348106060975,14.462574290826394,31,3865.727280218177
Origano,Eastern European Restaurant,46.04141385357006,14.460926553940148,31,3668.272922733744
QSI Caffeteria,Cafeteria,46.038425373645936,14.457670908857413,31,4016.3011168408552
Restavracija Interspar Vič,Restaurant,46.0393848,14.4763761,32,2660.3151465764604
Sputnik,Other Nightlife,46.03896632961904,14.469691912019467,32,3138.7311057410247
Via Bona,Restaurant,46.03780863124894,14.478653874677356,32,2606.9782758928986
Pri Žabarju,Restaurant,46.042333694843734,14.468975826109242,32,3044.9055003443345
Cool House,Restaurant,46.038610999999996,14.479807999999998,32,2482.561461612887
Ćiro Ćevabdžinica,Gastropub,46.03585981212676,14.478503782198262,32,2747.3175637012355
Viška Pekarna,Bakery,46.04212042638319,14.471536567539921,32,2867.106208754431
Pizzerija Laterna,Pizza Place,46.04223329914701,14.479151718561749,32,2321.392616577041
Rdece jabolko,Chinese Restaurant,46.03966255001952,14.472122550332498,32,2935.7635848273944
Pivnica Kurji Tat,Beer Garden,46.03745306448266,14.478715088525052,32,2626.271187430765
